Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000190,"CG0666, TIG0700",AGE is missing when AGEU is provided.,Raise an error when AGEU is not blank and AGE is blank.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000189,"CG0665, TIG0699",AGEU is missing when AGE is provided.,Raise an error when AGE is not blank and AGEU is blank.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000048,"CG0621, TIG0662",'--METHOD is present in an interventions domain.,Raise an error when --METHOD is present in an Interventions dataset.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000296,"CG0540, TIG0633",There are no DS records for subject who was assigned treatment,"When ACTARMCD is populated, disposition data for subject must be present","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000374,"CG0537, TIG0630",There is more than one record per subject per EPOCH,Trigger error when there is more than one record per subject per EPOCH,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000213,"CG0536, TIG0629",More than one record per subject per DSSCAT per EPOCH,Trigger error when there is more than one record per subject per DSSCAT per EPOCH,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000212,"CG0535, TIG0628",DSSCAT is not present when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT'.,"When subject has more than one record per Epoch with DSCAT = DISPOSITION EVENT, DSSCAT must be present.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000131,"CG0396, TIG0558","AECONTRT is completed, but not equal to ""N"" or ""Y""",Raise an error when AECONTRT is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000125,"CG0390, TIG0552","AESDISAB is completed, but not equal to ""N"" or ""Y""",Raise an error when AESDISAB is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000130,"CG0395, TIG0557","AESMIE is completed, but not equal to ""N"" or ""Y""",Raise an error when AESMIE is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000129,"CG0394, TIG0556","AESOD is completed, but not equal to ""N"" or ""Y""",Raise an error when AESOD is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000128,"CG0393, TIG0555","AESLIFE is completed, but not equal to ""N"" or ""Y""",Raise an error when AESLIFE is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000127,"CG0392, TIG0554","AESHOSP is completed, but not equal to ""N"" or ""Y""",Raise an error when AESHOSP is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000126,"CG0391, TIG0553","AESDTH is completed, but not equal to ""N"" or ""Y""",Raise an error when AESDTH is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000124,"CG0389, TIG0551","AESCONG is completed, but not equal to ""N"" or ""Y""",Raise an error when AESCONG is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000123,"CG0388, TIG0550","AESCAN is completed, but not equal to ""N"" or ""Y""",Raise an error when AESCAN is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000087,"CG0387, TIG0549","AESER is completed, but not equal to ""N"" or ""Y""",Raise an error when AESER is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000712,"CG0370, TIG0534",IDVAR does not represent a variable present in the dataset identified in RDOMAIN,"When IDVAR is populated, IDVAR must be a valid variable in the domain referenced by RDOMAIN.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""RELATIONSHIP""]},""Domains"":{""Include"":[""CO"",""SUPP--"",""RELREC""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000191,"CG0529, TIG0622",RFENDTC is missing when ARM is provided.,Raise an error when ARM is not empty and RFENDTC is empty.,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000119,"CG0521, TIG0616","ARM is populated, when ARMCD is NULL","Raise an error when ARM is not empty, but ARMCD is empty","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000210,"CG0516, TIG0611",ARMCD is not present in TA.ARMCD,"When study does not use multi-stage arm assignments and ARMCD is populated, ARMCD must be present in TA.ARMCD. This rule has been executed to identify all cases when ARMCD is not present in TA.ARMCD and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000120,"CG0522, TIG0617","ACTARM is populated, when ACTARMCD is NULL","Raise an error when ACTARM is not empty, but ACTARMCD is empty","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000294,"CG0270, TIG0471",TSVAL is not in ISO 8601 format,Trigger error when TSPARMCD = 'AGEMAX' and TSVAL ^= null and TSVAL does not conform to ISO 8601,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000013,"CG0044, TIG0323",AESTAT variable is present in AE dataset.,Raise an error when AESTAT is present in AE dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000086,"CG0075, TIG0341",DVSTDTC is earlier than RFICDTC in DM.,Raise an error when DVSTDTC is earlier than RFICDTC in DM.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000034,"CG0069, TIG0339","DSSTDTC does not equal DM.DTHDTC, when DSDECOD equals ""DEATH"".","Raise an error when DSSTDTC is not equal to DM.DTHDTC and DSDECOD is equal to ""DEATH""","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000363,"CG0068, TIG0338","The earliest disposition date for ""INFORMED CONSENT OBTAINED"" is not equal to DM.RFICDTC","When there are multiple informed consents obtained and DSDECOD = 'INFORMED CONSENT OBTAINED', the earliest DSSTDTC for each subject should be equal to DM.RFICDTC.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000106,"CG0045, TIG0324","'--ENTPT is completed, but --ENRTPT is not completed.",Raise an error when --ENTPT is completed and --ENRTPT is not completed.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000267,"CG0050, TIG0328",'--DECOD should be populated when --PTCD is populated,Raise an error when --DECOD is not populated but --PTCD is populated,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000268,"CG0049, TIG0327",'--DECOD and --PTCD do not have a one-to-one relationship,Trigger error when --DECOD and --PTCD do not have a one-to-one relationship,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0425,CG0425,'--STRESU is null when --STRESC ^= null and units are applicable for the result,Trigger error if --STRESU is null when --STRESC ^= null and units are applicable for the result,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0252,CG0252,TATRANS is null when trial Design allows for a Subject to transition to an Element other than the next Element in sequence,"Trigger error when trial Design allows for a Subject to transition to an Element other than the next Element in sequence, and TATRANS is null",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0253,CG0253,TIVERS is null when there is more than one version of the IE criteria in study documentation,Trigger error when TIVERS is null and there is more than one version of the IE criteria in study documentation,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0162,CG0162,SREL does not describe the relationship of associated person to study identified in STUDYID when RSUBJID = null and RDEVID = null,Trigger error when RSUBJID = null and RDEVID = null and SREL does not describe the relationship of associated person to study identified in STUDYID,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ASSOCIATED PERSONS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0267,CG0267,TSVCDVER is null when Reference Terminology is versioned,Trigger error when Reference Terminology is versioned and TSVCDVER is null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Not Executable,Draft
CORE-000711,FB3404,RFSTDTC is greater than RFENDTC,Subject Reference Start Date/Time (RFSTDTC) must be less than or equal to Subject Reference End Date/Time (RFENDTC).,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0012,"CG0012, SEND4",Variable type in dataset does not variable datatype in the define.xml,Trigger error when variable type does not match IG Type (for domains in IG) or Model Type (custom domains),"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000183,"CG0318, TIG0489","PP dataset is present in  study, but PC dataset is not present in study.","Raise an error when a PP dataset is present in study, but a PC dataset is not present in study.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PC"",""PP""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000252,"CG0136, TIG0385, FB0605","DTHFL is not 'Y' when DS.DSDECOD is ""DEATH""","When DS.DSDECOD is 'DEATH', DTHFL must be 'Y'","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000253,"CG0135, TIG0384, FB0604",DTHFL is not 'Y' when AE.AESDTH is 'Y'.,"When AE.AESDTH is 'Y', DTHFL must be 'Y'","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000108,"CG0133, TIG0382, FB0602","DD record present for subject, but DTHFL is not equal to ""Y"".","When a record is present in DD domain for a subject, death flag is populated as Y in DM dataset for corresponding subject","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000006,"CG0131, TIG0381","DTHFL is not ""Y"" or null","Raise an error when DTHFL ^= ""Y"" and not null","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000171,"CG0058, TIG0332",'--ENTPT should be present when --ENRTPT is present in a dataset,Raises an error when --ENRTPT is present in dataset but --ENTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000084,"CG0057, TIG0331","'--ENTPT exists in a dataset, but --ENRTPT does not exist.",Raise an error when --ENTPT exists in a dataset and --ENRTPT does not exist.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000258,"CG0062, TIG0336","'--STRTPT is present in dataset, but --STTPT is not present in dataset.",Raise an error when --STRTPT is present in dataset and --STTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000257,"CG0061, TIG0335, FB4401","'--STRTPT is completed, but --STTPT is not completed.",Raise an error when --STRTPT is completed and --STTPT is not completed.,"SDTMIG, TIG, SENDIG, SENDIG-DART, SENDIG-AR, SENDIG-GENETOX","3.4, 3.3, 3.2, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000085,"CG0059, TIG0333",'--STTPT is completed and --STRTPT is empty,Raise an error when --STTPT is completed and --STRTPT is empty,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000261,"CG0060, TIG0334","'--STTPT is present in dataset, but --STRTPT is not present in dataset.",Raise an error when --STTPT is present in dataset and --STRTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000179,"CG0307, TIG0482, FB0916",TSPARM and TSPARMCD don't have a one-to-one relationship.,Raise an error when TSPARM and TSPARMCD don't have a one-to-one relationship.,"SDTMIG, TIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.4, 3.2, 3.3, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000157,"CG0297, TIG0479",Length of ARMCD is greater than 20,The length of ARMCD is limited to 20 characters.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000151,"CG0261, SEND281",TSVAL is null when TSVAL1 is populated.,Trigger error when TSVAL1 is populated and TSVAL is null,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000709,FB0607,DTHFL is not 'Y' when CETERM or CEDECOD  = 'DEATH'.,"When CETERM or CEDECOD  = 'DEATH', DTHFL MUST BE 'Y'.",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000708,FB3207,'--STDY is greater than --ENDY,"Study Day of Start of Event, Exposure or Observation (--STDY) must be less or equal to Study Day of End of Event, Exposure or Observation (--ENDY).","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000707,FB3208,'--DY is greater than --ENDY,Study Day of Observation (--DY) must be less or equal to Study Day of End of Observation (--ENDY),"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000706,FB0906,AELLTCD and AELLT do not have a one-to-one relationship,There must be a one-to-one relationship between AELLTCD and AELLT,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Published
CORE-000705,FB0610,"The death flag in DM is set to ""Y"", but death date is not populated on corresponding record","When the death flag in DM is set to ""Y"", then death date is populated on corresponding record",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
